name,email,phone,company,phone_cleaned,email_valid
April Fields,april.fields@mitchell.com,588-902-3023x25849,Glover-Rivera,588902302325849,True
Christina Thomas,christina.thomas@harrison.net,760-446-4486,"Crawford, Little and Robinson",7604464486,True
Joshua Miller,joshua..miller@richards-stewart.org,(397)856-5443x620,Fisher PLC,3978565443620,True
Lynn Vargas,lynn.vargas@jenkins-dorsey.net,(214)566-3091,"Ellis, Griffith and Hancock",2145663091,True
Todd Hendrix,todd.hendrix@williams-gonzalez.com,001-958-543-8388x8625,Scott Inc,00195854383888625,True
David Johnson,david.johnson@bentley.com,001-367-446-7921,"Hernandez, Lopez and Le Technologies",0013674467921,True
Ashley Miller,ashley.miller@finley.com,790.232.8827x38991,Tucker Group,790232882738991,True
Danielle Salinas,danielle.salinas@fletcher.com,+1-747-495-0761x1183,Williamson Ltd,+174749507611183,True
Michael Cortez,michael.cortez@turner.info,536637 8659x85088,Villa Inc Technologies,536637865985088,True
Roberto Thomas,roberto.thomas@booth-white.com,5062605686,Hamilton-Adkins,5062605686,True
Richard Tate,richard@invalid-domain,298.473.0772,"Dickerson, Griffin and Cook",2984730772,False
Carol Schmidt,carol.schmidt@hartman-palmer.com,001.357.703.5454x996,Davis Group,0013577035454996,True
Vickie Rodriguez,vickie.rodriguez@kennedy-stafford.net,+1-346-329-4507x9987,Martin-Walls,+134632945079987,True
Peter Kelley,peter.kelley@jones-wallace.com,3146198192,"Alvarez, Villanueva and Williams Inc",3146198192,True
Jill Crawford,jill.crawford@calderon.info,445-380-2743,"Daniels, Williams and Blair Corp",4453802743,True
Denise Young,denise.young@kelly-petersen.net,+1-439-330-8846x663,Mcfarland-Simpson Solutions,+14393308846663,True
Christopher Pacheco,christopher.pacheco@hurley-ramos.biz,(364)984-8078,"Washington, Nguyen and Humphrey",3649848078,True
Nicole Chung,nicole.chung@patterson.com,(934)484-5703,Snyder-Morgan,9344845703,True
Jasmine Smith,jasmine.smith@williams.org,518.770.7548x587,Miller-Kelly Group,5187707548587,True
Brian Quinn,brian.quinn@miller-mays.com,+1-779-318-0361x865,"Reed, Aguirre and Martin",+17793180361865,True
Jesse Murray,jesse.murray@roberts.com,714.228.5981,Jones-Watts,7142285981,True
Brian Warner,brian.warner@murphy.net,331-652-9070x1184,"Wood, Pope and Spence",33165290701184,True
Marc Hunter,marc.hunter@martin-perez.com,803.459.1864x079,"Duran, Martin and Tran Ltd",8034591864079,True
James Hood,james.hood@brown.com,406 637 4545,Anderson-Roberts Systems,4066374545,True
Brenda Adams,brenda.adams@chase.net,496 772 6365x06413,Parsons-Garcia LLC,496772636506413,True
Oscar Arroyo,oscar.arroyo@price.com,288223 7290x007,Price-Gibson,2882237290007,True
Howard Bowen,howard.bowen@white.com,346.211.2277,Bradshaw-Harper Corp,3462112277,True
Gina Martinez,gina.martinez@gibson.info,833581 6370,Oneal-Grant,8335816370,True
Angela Carney,angela.carney@perry-gallegos.com,(440)372.8261,Nichols PLC,4403728261,True
Joanne Schmitt,joanne.schmitt@taylor.com,001-766-526-4154x565,Duncan PLC Group,0017665264154565,True
William Knight,william.knight@wall-shaw.com,548 738 2034,"Drake, Scott and Romero Technologies",5487382034,True
Tyler Mcdonald,tyler.mcdonald@richards.com,707-248-9002x80344,"Davidson, Wiley and Russo Services",707248900280344,True
Allen Huang,allen.huang@pope.org,+1.783.834.9398x555,Tran-Ramirez,+17838349398555,True
Sarah Graves,sarah .graves @joyce .com,(888)593-0027x236,"Shepard, Hawkins and Wood",8885930027236,False
Clarence Jones,clarence.jones@wheeler.com,(760)479-8920,Bond Ltd,7604798920,True
Kathryn Jackson,kathryn .jackson @evans .biz,5898658080,Tapia Ltd,5898658080,False
Jacqueline Haynes,jacqueline.haynes@bennett.biz,880.241.8427x5103,Garcia-Wright,88024184275103,True
Cody Bailey,cody.bailey@welch.com,513.576.4380x2696,Jimenez Ltd,51357643802696,True
Jason Hernandez,jason.hernandez@johnson.com,+1-795-480-9678x804,Contreras Inc,+17954809678804,True
Tanya Ross,tanya.ross@trujillo.com,+1.484.527.1691x921,"Copeland, Waters and Harris",+14845271691921,True
Cynthia Huff,cynthia.huff@flynn.org,797.307.0340,Bauer LLC,7973070340,True
Gail Moore,gail.moore@leonard.com,561706 5833,Shea-Allen,5617065833,True
William Ortiz,william.ortiz@clark-jackson.com,(270)383-2773,"Bolton, Burns and Smith Technologies",2703832773,True
Christopher Miller,christopher.miller@jackson.net,469.219.6689,Reilly-Mills Ltd,4692196689,True
Kevin Harris,kevin.harris@keith.com,+1.247.911.2509,Watts PLC,+12479112509,True
Sandra Mcmahon,sandra.mcmahon@roberts.org,283-671-9007x9177,"Gordon, Jones and Owens LLC",28367190079177,True
Jason Thompson,jason.thompson@hammond-reese.com,+1-662-379-6629x526,Woodward-Brown,+16623796629526,True
Natalie Thomas,natalie.thomas@williams-mccarthy.org,001-929-686-3829x9076,Ferguson-Jones Technologies,00192968638299076,True
Nichole Smith,nichole.smith@hernandez-carr.biz,(312)839.3844x963,"Carlson, Pacheco and Reese",3128393844963,True
Lauren Ramirez,lauren.ramirez@lucas.com,516-903-9288x6034,"Miller, Hall and Ware Services",51690392886034,True
Anna Wright,anna.wright@baldwin-malone.net,785-903-5088x872,"Ross, Hernandez and Anderson",7859035088872,True
Diane Lewis,diane.lewis@walker-morris.com,+1-301-763-5731x69061,"Hicks, Obrien and Bennett Corp",+1301763573169061,True
Katelyn Bird,katelyn.bird@garcia-solomon.info,335568 7981,"Anderson, Coleman and Kelley Solutions",3355687981,True
Edwin Reyes,edwin.reyes@cruz.net,001.895.304.0506,Hobbs PLC Group,0018953040506,True
Kristin Gordon,kristin.gordon@leonard.com,935.612.7819,Anderson Inc,9356127819,True
Troy Vaughn,troy.vaughn@hoffman-young.com,548.441.6873x93094,"Miller, Kennedy and Burke",548441687393094,True
Christopher Holland,christopher.holland@griffin.info,854 834 1060,"Smith, Pope and Allen",8548341060,True
John Reed,john.reed@keller-williams.com,826 921 7382x59248,Williams-Bailey,826921738259248,True
Jack Ramos,jack.ramos@osborne-irwin.com,001 440 581 5430,"Davila, Bishop and Fisher Corp",0014405815430,True
Anthony Sparks,anthony.sparks@thomas.com,+1-860-273-6903,"Wallace, Stewart and Schroeder Technologies",+18602736903,True
Joyce Baker,joyce.baker@joyce.org,(816)752-5747x6580,Russell-Ward,81675257476580,True
Victoria Lowery,victoria@invalid-domain,5178280390,"Moore, Allen and Hernandez Ltd",5178280390,False
John Adams,john.adams@bullock.net,247-584-8353x125,Taylor-Meyer Services,2475848353125,True
Alexander Tucker,alexander.tucker@mcdonald-mitchell.com,(573)976-7642x464,Thomas Group,5739767642464,True
Lindsey Smith,lindsey@invalid-domain,742-221-8813x306,May-Perez Group,7422218813306,False
Bradley Schmidt,bradley.schmidt@robles-brooks.com,900925 3586,"Lee, Davis and Sherman Solutions",9009253586,True
Patrick Weber,patrick.weber@ward.com,3337851830,"Hicks, Gregory and Norris",3337851830,True
Carrie Myers,carrie.myers@kelly-ballard.com,9064536079,"Wright, Murphy and Cole",9064536079,True
Jeremiah Johnson,jeremiah.johnson@aguilar.com,+1 484 460 1973x822,Fernandez-Bowen,+14844601973822,True
Jason Lee,jason.lee@barnes-brooks.com,439.516.5381x9501,"Stevens, Le and May",43951653819501,True
Scott David,scott.david@young-gonzalez.com,4144887283,Hansen Ltd,4144887283,True
Kelly Fox,kelly.fox@sandoval-roberts.com,+1 895 472 0829x62614,Charles-Wolf LLC,+1895472082962614,True
Carol Fisher,carol@invalid-domain,001 382 933 5974x6683,Hodge-Estes,00138293359746683,False
Robert Small,robert.small@ball-dalton.com,001-400-639-0741x4755,Edwards and Sons LLC,00140063907414755,True
Patricia Herring,patricia.herring@johnson-jones.com,001 691 353 3637,"Anderson, Hayes and Ortiz LLC",0016913533637,True
Samuel Ramirez,samuel.ramirez@schultz-martinez.com,+1-884-891-0459x1168,Moore LLC,+188489104591168,True
Wayne Villarreal,wayne.villarreal@howe.com,457-730-8335x445,Burgess PLC,4577308335445,True
Michael Russell,michael.russell@riley.com,798-626-6722,Peck Inc,7986266722,True
Timothy Hensley,timothy.hensley@merritt.org,+1 453 885 9662x70753,Miller PLC,+1453885966270753,True
Jocelyn Hensley,jocelyn.hensley@harris.info,(266)997-4907,Moore-Santiago LLC,2669974907,True
Anna Whitaker,anna.whitaker@ballard-garcia.biz,435.469.8849x618,Nichols Group,4354698849618,True
Melissa Barrett,melissa.barrett@rush-jones.com,729.968.4713,"Melton, Coleman and Cook Ltd",7299684713,True
Kimberly Ashley,kimberly.ashley@williams.biz,822947 7599x97874,Dunn-Gordon,822947759997874,True
Richard Sosa,richard.sosa@jones-garcia.com,(745)563.1177,Manning-Rodriguez,7455631177,True
Benjamin Simmons,benjamin.simmons@turner.com,745871 9991x45080,Burton-Robinson Services,745871999145080,True
Anthony Gomez,anthony.gomez@lozano.org,6198351002,Davenport LLC,6198351002,True
Derrick Fields,derrick.fields@harris-drake.com,200.511.5739,Hopkins-Smith,2005115739,True
Stephanie Montgomery,stephanie.montgomery@gray-gray.net,573-925-1529,Lopez Inc,5739251529,True
Megan Rodriguez,megan.rodriguez@evans.com,595-504-3225,"Smith, Fleming and Mckinney",5955043225,True
Jennifer Bentley,jennifer.bentley@gonzalez.com,001-824-641-4966x130,Espinoza-Yates Corp,0018246414966130,True
Melanie Moreno,melanie.moreno@clark.info,983 569 3187x28740,Bullock-Parks Ltd,983569318728740,True
Bruce Khan,bruce.khan@parker-crosby.com,001-987-787-7880x5871,Lawson-Arnold,00198778778805871,True
Eric Miller,eric.miller@schultz-mcbride.com,+1-475-460-3620,Marks-Lewis,+14754603620,True
Cathy Porter,cathy.porter@murray-clark.com,+1-486-207-4858,Mendez Inc Technologies,+14862074858,True
Daniel Davis,daniel.davis@hunt.net,545 353 5914x94491,"Myers, Gomez and Owens",545353591494491,True
Sarah Miller,sarah.miller@acosta.info,+1 886 590 9784x094,"Nguyen, Pugh and Roberson Solutions",+18865909784094,True
Jay Campbell,jay.campbell@wilson-mcdaniel.com,526-819-1257x058,"Nguyen, Wood and Patterson",5268191257058,True
James Simmons,james.simmons@thomas.com,(961)271-1678,"Hill, Perry and Gonzalez Inc",9612711678,True
Lindsay Myers,lindsay.myers@gregory-lucero.com,+1.218.698.3574x372,Moore-Fleming Corp,+12186983574372,True
Adam Smith,adam.smith@gonzalez.com,895363 9412x3547,Anderson-Simmons,89536394123547,True
Erika Bauer,erika.bauer@mason.com,001-963-308-8832,Lee and Sons,0019633088832,True
Anthony Tanner,anthony.tanner@turner.com,399.367.0728,Watkins LLC Ltd,3993670728,True
Kara Reyes,kara.reyes@clay.info,+1 959 982 0201x74577,"Barton, Patterson and Cook Corp",+1959982020174577,True
Eric Pena,eric..pena@johnson-garrett.com,313-333-3551x01012,Chang-Garcia Corp,313333355101012,True
Brenda Powers,brenda.powers@stewart-hill.com,626.906.0329x3089,"Thompson, Gates and Lin Ltd",62690603293089,True
Casey Bruce,casey.bruce@santana.com,808 357 1682,Gregory-Phillips LLC,8083571682,True
Lisa Lucas,lisa.lucas@elliott.info,705.988.0320x126,Perez Group Ltd,7059880320126,True
Rachael Gonzalez,rachael.gonzalez@bell-watkins.com,001 511 276 0228x746,Cruz Inc Corp,0015112760228746,True
Kari Wright,kari.wright@wilson.com,428.363.6620,Ross LLC,4283636620,True
Maria Hill,maria.hill@keller-brooks.com,725.553.7186,Stephens PLC LLC,7255537186,True
Norman Green,norman.green@spears.info,(746)835-1119,"Cross, Hall and Wells",7468351119,True
Morgan Bowen,morgan.bowen@burton.org,726-730-2014x5236,"Baker, Romero and Morales Ltd",72673020145236,True
Pamela Gordon,pamela.gordon@holmes-avila.com,200.549.6180x6554,"Fitzgerald, Garrison and Reynolds Corp",20054961806554,True
Jay Walters,jay.walters@weaver.com,3538319517,"Watts, Cameron and Coleman",3538319517,True
Erica Davidson,erica.davidson@brown.com,001 428 867 1061x696,Chandler-Salinas Solutions,0014288671061696,True
Michael Scott,michael.scott@ortega.org,966.304.8402,Baxter Inc LLC,9663048402,True
Joseph Hernandez,joseph.hernandez@jones.com,336-926-9618x1740,Nelson LLC Technologies,33692696181740,True
Joshua Parrish,joshua.parrish@gilmore.com,986.570.2473x49349,Hamilton Group Ltd,986570247349349,True
Lindsey Osborne,lindsey..osborne@sanders.com,687-583-3476,"Allen, Wiley and Price",6875833476,True
Janice Ford,janice.ford@harvey-freeman.net,+1-389-363-5611,Oliver-Ross,+13893635611,True
George Buck,george.buck@miller.org,(639)722-1639x61955,Jarvis-Davis,639722163961955,True
Lindsey Smith,lindsey @invalid-domain,742-221-8813x306,May-Perez Group,7422218813306,False
Alex Palmer,alex.palmer@vega.com,+1-269-744-2660,Green Inc,+12697442660,True
Randall Henderson,randall.henderson@stephens.org,+1.399.383.8882x288,Hernandez-Merritt LLC,+13993838882288,True
Pamela Levy,pamela.levy@smith.info,001 348 712 0698,Gonzalez-Bowman,0013487120698,True
Holly Harris,holly.harris@pratt.info,681-860-0781,Johnson Inc,6818600781,True
Erik Daugherty,erik.daugherty@harper.com,452.801.8542x366,"Wise, Banks and Wood",4528018542366,True
Justin Miranda,justin.miranda@morris-gordon.com,+1-969-719-7665x37518,Doyle-Hernandez LLC,+1969719766537518,True
Cody Martin,cody.martin@pennington.org,001-714-811-0118x913,Berry LLC,0017148110118913,True
Katrina Miller,katrina.miller@christian.info,591 901 0216,"Webster, Alvarez and Hopkins",5919010216,True
Jason Harrison,jason.harrison@flores.com,406.438.2320,"Lopez, Esparza and Chen",4064382320,True
Mary Hayden,mary.hayden@smith.com,001-720-331-5492,"Welch, Trujillo and Powell LLC",0017203315492,True
Nathaniel Tapia,nathaniel.tapia@morrison-jones.com,001-399-451-9594x52527,Hunt Inc Technologies,001399451959452527,True
Andrea Ibarra,andrea..ibarra@mcclure-steele.com,001-825-213-4042x71163,Rojas-Bradford,001825213404271163,True
Corey Herrera,corey .herrera @jenkins .info,325.647.5951,Marshall Group Inc,3256475951,False
Aaron Hernandez,aaron.hernandez@bennett.info,603.528.3143,"Warner, Hopkins and Hall",6035283143,True
Angela Stephens,angela.stephens@proctor.info,575.609.0690,Reed PLC,5756090690,True
Isaac Evans,isaac.evans@lawson.net,4043632009,"Wallace, Patrick and Lee",4043632009,True
Anthony Bryant,anthony.bryant@baird.com,+1-481-821-7753x8377,"Love, Williams and Terry",+148182177538377,True
Jon Smith,jon.smith@shelton.com,(405)620-3519,"Blackburn, Smith and Mccarty Group",4056203519,True
Andrew Matthews,andrew.matthews@santana.com,(548)915.2869,Green-Hodge Corp,5489152869,True
Meghan Jackson,meghan.jackson@hopkins-russell.com,698 412 3870,Jackson-Larson Group,6984123870,True
Corey Carlson,corey@invalid-domain,594-997-3180x234,"Booker, Smith and Ward Inc",5949973180234,False
Barry Chavez,barry.chavez@stout.com,555.972.5931,"Jenkins, Davis and Davis Systems",5559725931,True
Kristina Mccoy,kristina.mccoy@wright-davis.com,(287)490-4706,Bray-Martin,2874904706,True
Becky Brown,becky.brown@horton.com,341-493-9987x232,Bailey Ltd,3414939987232,True
Cindy Alvarez,cindy.alvarez@underwood-martinez.com,7937925219,Riggs Inc Ltd,7937925219,True
Keith Wu,keith.wu@snow.org,(424)222-4308x25887,Phillips LLC,424222430825887,True
Melissa Newman,melissa.newman@carter-garza.com,258.900.4653,"Wells, Smith and Harris",2589004653,True
Marie Alvarez,marie.alvarez@sanchez.com,(305)963-3264x222,Taylor LLC,3059633264222,True
Jeffrey Mendoza,jeffrey.mendoza@anderson.com,285.732.0553,"Daniels, Clark and Crosby",2857320553,True
Jamie Gomez,jamie@invalid-domain,774805 2136x3518,Moore-Duran Systems,77480521363518,False
Adam Tyler,adam.tyler@chang-cummings.com,394.671.9916x8187,Wilson-Quinn Inc,39467199168187,True
Erika Morgan,erika.morgan@hobbs-blankenship.biz,(254)853-2385,Villarreal-Murphy Solutions,2548532385,True
Sandra Brown,sandra.brown@morris.com,278.989.6030x9676,Simmons-Mcclain,27898960309676,True
James Lutz,james .lutz @rogers-gonzalez .com,246.764.3960,"May, Harrell and Nunez Group",2467643960,False
Kelly Schroeder,kelly.schroeder@bradley.com,330.826.8633,Clark-Crane,3308268633,True
Kathy Chang,kathy.chang@wood.com,(811)633-4219,Kelley-Stout Solutions,8116334219,True
Angela Morgan,angela .morgan @williams .org,9192805932,"Meyer, Coffey and Robinson Group",9192805932,False
Patrick Massey,patrick.massey@bradley.com,343.739.1769,Carpenter Group,3437391769,True
Karen Sims,karen.sims@thompson.net,4615062157,Martinez Ltd Systems,4615062157,True
Angela Bell,angela.bell@johnson.com,290 352 8398x27336,"Humphrey, James and Pena",290352839827336,True
Mark Taylor,mark.taylor@martin.com,001.477.848.1311x292,Kelley Ltd,0014778481311292,True
Douglas Hansen,douglas.hansen@rojas.com,(255)958-1227,White-Ware Ltd,2559581227,True
Jason Young,jason.young@moody.info,2324419847,Lynch-Carlson,2324419847,True
Steven Foster,steven.foster@casey.com,9358771541,"Duran, Martinez and Brown",9358771541,True
Sara Maxwell,sara.maxwell@garza.com,866.996.8638x574,"Brown, Wallace and Lutz",8669968638574,True
Judy Johns,judy.johns@sherman.com,830 232 1678x42228,"Walker, Harris and Bauer",830232167842228,True
Nicholas Donovan,nicholas.donovan@butler.com,561.333.7865,Adams Inc Group,5613337865,True
Jessica Payne,jessica.payne@thornton.com,566.217.6194x97823,Ross PLC,566217619497823,True
Erik Baker,erik.baker@garcia.com,350.561.7383x294,Mccann Ltd Corp,3505617383294,True
Holly Hogan,holly.hogan@wells-williams.net,+1-549-720-6631,Perry LLC,+15497206631,True
Elizabeth Foley,elizabeth.foley@gonzales.com,(569)717-7972,Johnson-Hernandez,5697177972,True
Stephen Hoffman,stephen.hoffman@williams.com,8148258257,"Fry, Jones and Greene",8148258257,True
Cindy Butler,cindy.butler@gray.com,7206612481,"Powers, Anderson and Jackson",7206612481,True
Sean Lozano,sean.lozano@miller.info,211.611.1674x955,Sanchez Ltd,2116111674955,True
Nancy Day,nancy.day@jones.com,3632978244,Fry-Decker Inc,3632978244,True
Kelly Lee,kelly.lee@tucker-kennedy.com,+1.747.454.0523x87750,Griffith-Steele,+1747454052387750,True
Jennifer Donovan,jennifer.donovan@vance.com,001-897-377-4679x090,Riley Inc,0018973774679090,True
Deborah Gardner,deborah.gardner@patel.com,296.461.8803,"Sparks, Douglas and Proctor",2964618803,True
Amy Hunter,amy.hunter@williams.info,+1 517 488 6408x9782,Gould Ltd Services,+151748864089782,True
Stephanie Downs,stephanie.downs@sanchez-jones.com,001 789 946 8776x2738,Adams Inc LLC,00178994687762738,True
John Vazquez,john.vazquez@combs.com,494.973.9624,Peters-Davis,4949739624,True
Robert Vaughn,robert .vaughn @johnston .com,001-252-750-0196x7799,"Cox, Fletcher and Oconnell Ltd",00125275001967799,False
Eric Fisher,eric.fisher@collins.biz,728.877.7447x353,Gonzalez Ltd Group,7288777447353,True
Steven Henderson,steven.henderson@white.com,+1-604-680-8991x6617,Dillon-Armstrong Services,+160468089916617,True
Nathaniel Nguyen,nathaniel@invalid-domain,+1.957.380.9367,Scott Group,+19573809367,False
Elizabeth Mcdonald,elizabeth.mcdonald@tran.net,243 284 9450,Williams-Massey,2432849450,True
Laura Romero,laura.romero@hayes-mckenzie.org,2594069027,Morales Ltd,2594069027,True
Holly Payne,holly.payne@king.com,556.861.8451,"Johnson, Prince and Olson",5568618451,True
Todd Coleman,todd.coleman@mason.net,849 744 8211x5110,"Moreno, Whitehead and Duran",84974482115110,True
Daniel Wade,daniel.wade@barnes-gregory.net,6103669552,"Morales, Hicks and Sanchez",6103669552,True
Andrew Jacobs,andrew.jacobs@warren.org,6818905591,Tyler-Coleman,6818905591,True
Gabrielle Ward,gabrielle.ward@gallagher.com,(616)598-8037x3238,Gray-Campbell,61659880373238,True
Scott Cummings,scott.cummings@church-henry.com,703-593-2463,Cobb-Ortega Inc,7035932463,True
Alyssa Rasmussen,alyssa.rasmussen@grant-smith.com,558.492.5885,Cox-Morse,5584925885,True
Brendan Villanueva,brendan.villanueva@phillips.com,(209)419-2620x9141,Thomas Ltd,20941926209141,True
Noah Malone,noah.malone@brock.com,+1-730-912-1939x77494,"Rivera, Scott and Kane",+1730912193977494,True
Justin Montgomery,justin.montgomery@rose-park.com,+1-691-882-2397x29005,"Phelps, Campbell and Silva LLC",+1691882239729005,True
Richard Shaw,richard.shaw@cooper.com,(632)760-2395,Jones PLC,6327602395,True
Carol Santiago,carol.santiago@ellison-smith.com,001.909.277.0318x7179,"Caldwell, Ballard and Lopez Corp",00190927703187179,True
Jason Cole,jason.cole@perez.com,(604)513-3430x8722,Drake Inc,60451334308722,True
Kristie Fletcher,kristie.fletcher@bell.com,+1 787 289 5365x49467,Key Inc LLC,+1787289536549467,True
Shelley Greer,shelley.greer@coleman-norman.net,(630)996.5733,"Gallegos, Floyd and Oneill Solutions",6309965733,True
Megan Robinson,megan.robinson@davis-smith.com,001-672-226-5846x25083,Reyes-Ochoa Ltd,001672226584625083,True
Kayla Kaiser,kayla.kaiser@perez-kelly.biz,665.745.9075x9484,Haynes PLC,66574590759484,True
Christopher Williams,christopher.williams@williams.com,+1 843 292 7836x938,"Sweeney, Simmons and Miller Corp",+18432927836938,True
Jacob Ramirez,jacob.ramirez@garcia.com,346.982.8685x82084,Good-Villarreal Systems,346982868582084,True
Michael Allen,michael.allen@murphy.com,9608146956,Jones Group Ltd,9608146956,True
Paul Johnson,paul.johnson@oneal.net,829.325.9638x823,Brown Ltd,8293259638823,True
Paul Brown,paul.brown@curtis.com,+1-884-274-4961,Jimenez LLC,+18842744961,True
Shannon Tran,shannon.tran@johnson-davis.com,+1.925.214.1126x416,"Allen, Pace and Castaneda LLC",+19252141126416,True
Maria Horton,maria..horton@cordova.info,001-901-227-6074,"Parker, Archer and Wilkerson Services",0019012276074,True
Alec Adams,alec.adams@owen.com,8299287539,Williams Group,8299287539,True
Judy Bryant,judy.bryant@watson.net,7164378922,Noble LLC,7164378922,True
Rebecca Carter,rebecca.carter@moore-christensen.com,8583069163,Smith Group,8583069163,True
Deborah Moore,deborah.moore@hodge-moore.com,+1-586-807-9652x957,Norman-White Inc,+15868079652957,True
Justin Cherry,justin.cherry@flores.com,439.637.1986x72778,Stevenson and Sons,439637198672778,True
David Garrett,david.garrett@coleman.com,274.394.6846x69322,Gordon Inc Group,274394684669322,True
Michael Curry,michael.curry@parker-martin.com,(773)419.7790x833,Carter-Gordon,7734197790833,True
Tiffany Moore,tiffany.moore@webster.com,+1-491-210-0561,Richardson-Santos,+14912100561,True
Jeffrey Hughes,jeffrey..hughes@young.info,001 695 665 0482x5090,Phillips-Jones,00169566504825090,True
Kenneth Garza,kenneth .garza @sanders .biz,001 783 419 1969,Walters Ltd Inc,0017834191969,False
Anthony King,anthony@invalid-domain,+1.836.877.5251x302,"Bullock, Douglas and Cook",+18368775251302,False
Kathryn Wood,kathryn.wood@williams.info,001 712 872 8138,"Knight, Smith and Villanueva",0017128728138,True
Brian Higgins,brian.higgins@white-perez.com,001-807-809-6012x593,"Reed, Young and Harris",0018078096012593,True
Randy Sampson,randy.sampson@smith-lee.com,5756369929,"Kelly, Ramirez and Casey Technologies",5756369929,True
Joshua Gallagher,joshua.gallagher@kennedy.biz,491.856.8985,"Hall, Gallegos and Espinoza Group",4918568985,True
Hunter Hunter,hunter.hunter@pollard.info,985-850-4379,Mathis-Hendricks Ltd,9858504379,True
Julie Greene,julie.greene@king-alexander.com,881-438-5553x852,"Esparza, Jordan and Byrd",8814385553852,True
Monica Diaz,monica.diaz@adams.net,+1-374-614-2094x108,"Bates, Horn and Howard",+13746142094108,True
Gina Cunningham,gina.cunningham@larson.com,444-729-8711x2287,"Mcdonald, Kelly and Smith Inc",44472987112287,True
Jack Johnson,jack.johnson@jefferson.info,305-678-7259x93149,Weiss and Sons,305678725993149,True
Catherine Jones,catherine@invalid-domain,555.370.6905x01598,Olsen Ltd,555370690501598,False
Brian Mercado,brian.mercado@wu.com,204 312 7513,"Mendoza, Yoder and Dudley LLC",2043127513,True
Stephen Gonzales,stephen.gonzales@hunter-reilly.com,288.223.5031x884,George Group Technologies,2882235031884,True
Omar Hicks,omar.hicks@peterson-robbins.com,909.441.8570x292,Stevens-Stone,9094418570292,True
Cheryl Cochran,cheryl.cochran@smith.biz,942-238-9524x237,Prince-Tucker LLC,9422389524237,True
Sarah Mills,sarah.mills@howell.net,001-494-853-8166x3142,Lee LLC Systems,00149485381663142,True
Kimberly Jarvis,kimberly..jarvis@sanchez.com,859.337.1947x52701,"Jensen, Gutierrez and Murphy",859337194752701,True
Kristin Peterson,kristin.peterson@sanchez.com,001.236.765.0213,Meyer PLC Systems,0012367650213,True
Clifford Compton,clifford.compton@torres-martinez.com,001-856-545-8981x236,Ford PLC,0018565458981236,True
William Smith,william.smith@garcia-daniel.org,948.625.8553,Peters-Bond Technologies,9486258553,True
Lisa Weaver,lisa.weaver@allen-scott.com,001 328 245 9374x5483,Graves LLC,00132824593745483,True
Bethany Davis,bethany..davis@mccall.org,312-579-8494,Rodgers PLC LLC,3125798494,True
William Peterson,william.peterson@roman-reeves.com,+1-560-968-8326,Ramsey Inc,+15609688326,True
Philip Kelly,philip.kelly@williams-parrish.com,+1-272-327-8605,"Tapia, Moore and Trujillo LLC",+12723278605,True
Amanda Medina,amanda.medina@smith.org,560 948 4804,Rangel-Peck Inc,5609484804,True
Steven Richardson,steven.richardson@perez.com,968248 1774,"Green, Johnson and Smith Solutions",9682481774,True
Jonathan Olson,jonathan.olson@brown.com,893.968.8638,Wilson Ltd Solutions,8939688638,True
Amanda Brown,amanda.brown@smith.com,505-854-4861x84669,Clarke-Conley Systems,505854486184669,True
Ashley Callahan,ashley.callahan@roy.com,7608303933,Bryant Ltd Services,7608303933,True
Sara Green,sara.green@harris.biz,793-457-8736x047,Harris Group,7934578736047,True
Joanna Garcia,joanna.garcia@pham-mcdowell.com,504.971.6768x020,"Weber, Benjamin and Conner",5049716768020,True
Amanda Jordan,amanda.jordan@kelly.net,950-418-8303,Hayes-Proctor,9504188303,True
Lisa Hall,lisa.hall@alexander.biz,+1 679 214 0248x49298,"Lopez, Durham and Farley Services",+1679214024849298,True
Eric Chapman,eric.chapman@hughes.com,(283)280-1247x625,Jones-Ramsey Corp,2832801247625,True
Daniel Craig,daniel.craig@smith-wright.com,321-585-7935x768,"Ryan, Sutton and Goodman Systems",3215857935768,True
Kevin Medina,kevin.medina@gibson-mckenzie.com,+1-730-408-4719x5577,"Sanchez, Hogan and Johnson Inc",+173040847195577,True
Deanna Knox,deanna.knox@ramirez.com,603.740.4446x67269,"Goodman, Gray and Bowers",603740444667269,True
Crystal Smith,crystal.smith@jacobson.com,609593 6411,Phelps and Sons,6095936411,True
Craig Pruitt,craig.pruitt@wilson-king.net,001-476-365-0656,Andrade Inc Group,0014763650656,True
Nicole Dennis,nicole.dennis@thompson.com,+1-561-596-3978,"Walsh, Hansen and Murphy Technologies",+15615963978,True
Stacey Perez,stacey.perez@martinez-anderson.org,001-716-896-6654,Kennedy-Higgins,0017168966654,True
Aaron Hall,aaron.hall@wheeler.net,001 842 737 6603x353,Moore PLC Solutions,0018427376603353,True
Damon Smith,damon.smith@matthews.com,867-527-3706,Alvarado-Walker,8675273706,True
Debra Krause,debra..krause@joseph.com,(894)925-4956,Lee-Murillo,8949254956,True
Lindsay Lowe,lindsay.lowe@obrien.com,5442371586,"Mendez, Spencer and Davis",5442371586,True
Caleb Lee,caleb.lee@chavez.com,+1-657-450-5349x063,"Patterson, Lee and Greer",+16574505349063,True
Vincent Nichols,vincent.nichols@strong.com,001 301 603 1214,Robinson-Brown,0013016031214,True
Molly Shah,molly.shah@ashley-anderson.biz,+1 919 844 8921,Schmidt Inc Services,+19198448921,True
